T          V        N   RS       MinV       MaxV
1355413625 1.790550 005 8.953050 1.790550 1.790750
1355413661 1.790150 003 5.371450 1.790150 1.790750
1355413667 1.790050 004 7.161500 1.790050 1.790750
1355413668 1.790150 005 8.951650 1.790050 1.790750
1355413693 1.790350 004 7.160700 1.790050 1.790350
1355413699 1.790450 005 8.951150 1.790050 1.790450
1355413731 1.790350 003 5.371150 1.790350 1.790450
1355413736 1.790450 004 7.161600 1.790350 1.790450
1355413742 1.790550 005 8.952150 1.790350 1.790550
1355413753 1.790450 005 8.952250 1.790350 1.790550
1355413779 1.790550 005 8.952350 1.790350 1.790550
1355413779 1.790650 006 10.743000 1.790350 1.790650
1355413786 1.790550 007 12.533550 1.790350 1.790650
1355413786 1.790650 008 14.324200 1.790350 1.790650
1355413802 1.790850 006 10.743700 1.790450 1.790850
1355413802 1.790650 007 12.534350 1.790450 1.790850
1355413829 1.790750 007 12.534650 1.790550 1.790850
1355413844 1.790650 006 10.744100 1.790550 1.790850
1355413891 1.790550 002 3.581200 1.790550 1.790650
1355413905 1.790750 002 3.581300 1.790550 1.790750
1355413906 1.790650 003 5.371950 1.790550 1.790750
1355413910 1.790550 004 7.162500 1.790550 1.790750
1355413921 1.790850 005 8.953350 1.790550 1.790850
1355413929 1.790950 006 10.744300 1.790550 1.790950
1355413968 1.790750 004 7.163100 1.790550 1.790950
1355413993 1.790950 002 3.581700 1.790750 1.790950
1355413996 1.790850 003 5.372550 1.790750 1.790950
1355414037 1.790650 003 5.372450 1.790650 1.790950
1355414055 1.790550 003 5.372050 1.790550 1.790850
1355414058 1.790650 003 5.371850 1.790550 1.790650
1355414105 1.790550 003 5.371750 1.790550 1.790650
1355414111 1.790650 004 7.162400 1.790550 1.790650
1355414118 1.790750 003 5.371950 1.790550 1.790750
1355414119 1.790850 004 7.162800 1.790550 1.790850
1355414134 1.790750 005 8.953550 1.790550 1.790850
1355414135 1.790650 006 10.744200 1.790550 1.790850
1355414138 1.790750 007 12.534950 1.790550 1.790850
1355414198 1.790650 001 1.790650 1.790650 1.790650
1355414216 1.790550 002 3.581200 1.790550 1.790650
1355414243 1.790450 003 5.371650 1.790450 1.790650
1355414251 1.790650 004 7.162300 1.790450 1.790650
1355414260 1.790450 004 7.162100 1.790450 1.790650
1355414273 1.790350 005 8.952450 1.790350 1.790650
1355414289 1.790150 005 8.952050 1.790150 1.790650
1355414293 1.790250 006 10.742300 1.790150 1.790650
1355414331 1.789850 004 7.160600 1.789850 1.790350
1355414349 1.789750 003 5.369850 1.789750 1.790250
1355414353 1.789850 003 5.369450 1.789750 1.789850
1355414354 1.789750 004 7.159200 1.789750 1.789850
1355414375 1.789550 005 8.948750 1.789550 1.789850
1355414381 1.789650 006 10.738400 1.789550 1.789850
1355414392 1.789350 006 10.737900 1.789350 1.789850
1355414414 1.789250 004 7.157800 1.789250 1.789650
1355414423 1.789350 005 8.947150 1.789250 1.789650
1355414460 1.789450 003 5.368050 1.789250 1.789450
1355414528 1.789850 001 1.789850 1.789850 1.789850
1355414554 1.789750 002 3.579600 1.789750 1.789850
1355414562 1.789850 003 5.369450 1.789750 1.789850
1355414583 1.789950 004 7.159400 1.789750 1.789950
1355414588 1.789850 004 7.159400 1.789750 1.789950
1355414588 1.789750 005 8.949150 1.789750 1.789950
1355414617 1.789850 005 8.949250 1.789750 1.789950
1355414617 1.789950 006 10.739200 1.789750 1.789950
1355414652 1.790050 003 5.369850 1.789850 1.790050
1355414656 1.789950 004 7.159800 1.789850 1.790050
1355414688 1.790050 003 5.370050 1.789950 1.790050
1355414696 1.789950 004 7.160000 1.789950 1.790050
1355414700 1.789850 005 8.949850 1.789850 1.790050
1355414700 1.789950 006 10.739800 1.789850 1.790050
1355414707 1.789750 007 12.529550 1.789750 1.790050
1355414708 1.789850 008 14.319400 1.789750 1.790050
1355414712 1.789750 008 14.319100 1.789750 1.790050
1355414716 1.789850 008 14.319000 1.789750 1.790050
1355414753 1.789750 008 14.318700 1.789750 1.789950
1355414764 1.789950 006 10.738900 1.789750 1.789950
1355414764 1.789850 007 12.528750 1.789750 1.789950
1355414806 1.789950 004 7.159500 1.789750 1.789950
1355414806 1.789850 005 8.949350 1.789750 1.789950
1355414819 1.789950 005 8.949550 1.789850 1.789950
1355414846 1.789850 004 7.159600 1.789850 1.789950
1355414878 1.789750 003 5.369550 1.789750 1.789950
1355414879 1.789850 003 5.369450 1.789750 1.789850
1355414883 1.789950 004 7.159400 1.789750 1.789950
1355414912 1.789850 004 7.159400 1.789750 1.789950
1355414919 1.789950 005 8.949350 1.789750 1.789950
1355414933 1.789650 006 10.739000 1.789650 1.789950
1355414934 1.789750 007 12.528750 1.789650 1.789950
1355414949 1.789650 005 8.948850 1.789650 1.789950
1355414988 1.789550 004 7.158600 1.789550 1.789750
1355415021 1.789650 002 3.579200 1.789550 1.789650
1355415021 1.789450 003 5.368650 1.789450 1.789650
1355415026 1.789350 004 7.158000 1.789350 1.789650
1355415031 1.789250 005 8.947250 1.789250 1.789650
1355415036 1.789150 006 10.736400 1.789150 1.789650
1355415046 1.789250 007 12.525650 1.789150 1.789650
1355415050 1.789350 007 12.525450 1.789150 1.789650
1355415061 1.789450 008 14.314900 1.789150 1.789650
1355415063 1.789350 009 16.104250 1.789150 1.789650
1355415067 1.789450 010 17.893700 1.789150 1.789650
1355415068 1.789350 011 19.683050 1.789150 1.789650
1355415118 1.789750 005 8.947350 1.789350 1.789750
1355415160 1.789650 002 3.579400 1.789650 1.789750
1355415161 1.789750 003 5.369150 1.789650 1.789750
1355415186 1.789550 003 5.368950 1.789550 1.789750
1355415198 1.789450 004 7.158400 1.789450 1.789750
1355415204 1.789550 005 8.947950 1.789450 1.789750
1355415208 1.789450 006 10.737400 1.789450 1.789750
1355415208 1.789550 007 12.526950 1.789450 1.789750
1355415222 1.789650 006 10.737200 1.789450 1.789650
1355415232 1.789750 007 12.526950 1.789450 1.789750
1355415236 1.789950 008 14.316900 1.789450 1.789950
1355415249 1.789850 008 14.317200 1.789450 1.789950
1355415297 1.789950 002 3.579800 1.789850 1.789950
1355415311 1.789750 002 3.579700 1.789750 1.789950
1355415349 1.789850 003 5.369550 1.789750 1.789950
1355415349 1.789950 004 7.159500 1.789750 1.789950
1355415372 1.789850 003 5.369650 1.789850 1.789950
1355415396 1.790250 004 7.159900 1.789850 1.790250
1355415402 1.790150 005 8.950050 1.789850 1.790250
1355415410 1.790250 004 7.160500 1.789850 1.790250
1355415418 1.790150 005 8.950650 1.789850 1.790250
1355415428 1.790250 006 10.740900 1.789850 1.790250
1355415439 1.790350 006 10.741400 1.790150 1.790350
1355415448 1.790450 007 12.531850 1.790150 1.790450
1355415451 1.790250 008 14.322100 1.790150 1.790450
1355415455 1.790350 009 16.112450 1.790150 1.790450
1355415455 1.790450 010 17.902900 1.790150 1.790450
1355415500 1.790350 005 8.951850 1.790250 1.790450
1355415511 1.790550 004 7.161700 1.790350 1.790550
1355415517 1.790750 003 5.371650 1.790350 1.790750
1355415519 1.790550 004 7.162200 1.790350 1.790750
1355415534 1.790650 005 8.952850 1.790350 1.790750
1355415535 1.790550 006 10.743400 1.790350 1.790750
1355415538 1.790450 007 12.533850 1.790350 1.790750
1355415550 1.790350 008 14.324200 1.790350 1.790750
1355415568 1.790550 008 14.324400 1.790350 1.790750
1355415572 1.790450 008 14.324300 1.790350 1.790750
1355415576 1.790550 009 16.114850 1.790350 1.790750
1355415577 1.790650 009 16.114750 1.790350 1.790650
1355415582 1.790550 009 16.114750 1.790350 1.790650
1355415622 1.790450 006 10.743200 1.790450 1.790650
1355415627 1.790550 007 12.533750 1.790450 1.790650
1355415645 1.790350 003 5.371350 1.790350 1.790550
1355415646 1.790450 004 7.161800 1.790350 1.790550
1355415654 1.790250 005 8.952050 1.790250 1.790550
1355415700 1.790550 004 7.161600 1.790250 1.790550
1355415729 1.790650 002 3.581200 1.790550 1.790650
1355415779 1.790750 002 3.581400 1.790650 1.790750
1355415799 1.790850 002 3.581600 1.790750 1.790850
1355415800 1.790750 003 5.372350 1.790750 1.790850
1355415823 1.790650 004 7.163000 1.790650 1.790850
1355415847 1.790750 004 7.163000 1.790650 1.790850
1355415865 1.790850 003 5.372250 1.790650 1.790850
1355415869 1.790750 004 7.163000 1.790650 1.790850
1355415869 1.790650 005 8.953650 1.790650 1.790850
1355415880 1.790550 006 10.744200 1.790550 1.790850
1355415884 1.790650 006 10.744200 1.790550 1.790850
1355415885 1.790450 007 12.534650 1.790450 1.790850
1355415899 1.790350 008 14.325000 1.790350 1.790850
1355415944 1.790250 003 5.371050 1.790250 1.790450
1355415974 1.790450 002 3.580700 1.790250 1.790450
1355416003 1.790550 003 5.371250 1.790250 1.790550
1355416011 1.790750 003 5.371750 1.790450 1.790750
1355416036 1.790850 003 5.372150 1.790550 1.790850
1355416067 1.790950 003 5.372550 1.790750 1.790950
1355416068 1.791050 004 7.163600 1.790750 1.791050
1355416095 1.791250 004 7.164100 1.790850 1.791250
1355416159 1.791350 001 1.791350 1.791350 1.791350
1355416204 1.791250 002 3.582600 1.791250 1.791350
1355416208 1.791350 003 5.373950 1.791250 1.791350
1355416212 1.791250 004 7.165200 1.791250 1.791350
1355416252 1.791150 004 7.165000 1.791150 1.791350
1355416264 1.791050 004 7.164800 1.791050 1.791350
1355416290 1.790950 003 5.373150 1.790950 1.791150
1355416417 1.791050 001 1.791050 1.791050 1.791050
1355416466 1.790950 002 3.582000 1.790950 1.791050
1355416497 1.791050 002 3.582000 1.790950 1.791050
1355416500 1.791150 003 5.373150 1.790950 1.791150
1355416548 1.790750 003 5.372950 1.790750 1.791150
1355416565 1.790650 002 3.581400 1.790650 1.790750
1355416568 1.790750 003 5.372150 1.790650 1.790750
1355416596 1.790850 004 7.163000 1.790650 1.790850
1355416609 1.790750 004 7.163000 1.790650 1.790850
1355416620 1.790650 005 8.953650 1.790650 1.790850
1355416627 1.790550 005 8.953550 1.790550 1.790850
1355416706 1.790350 001 1.790350 1.790350 1.790350
1355416707 1.790450 002 3.580800 1.790350 1.790450
1355416738 1.790550 003 5.371350 1.790350 1.790550
1355416767 1.790450 002 3.581000 1.790450 1.790550
1355416767 1.790550 003 5.371550 1.790450 1.790550
1355416776 1.790450 004 7.162000 1.790450 1.790550
1355416776 1.790550 005 8.952550 1.790450 1.790550
1355416791 1.790350 006 10.742900 1.790350 1.790550
1355416823 1.790450 006 10.742800 1.790350 1.790550
1355416847 1.790550 003 5.371350 1.790350 1.790550
1355416848 1.790650 004 7.162000 1.790350 1.790650
1355416858 1.790950 004 7.162600 1.790450 1.790950
1355416859 1.791050 005 8.953650 1.790450 1.791050
1355416900 1.791150 005 8.954350 1.790550 1.791150
1355416924 1.790750 002 3.581900 1.790750 1.791150
1355416926 1.791050 003 5.372950 1.790750 1.791150
1355416933 1.791150 004 7.164100 1.790750 1.791150
1355416950 1.791250 005 8.955350 1.790750 1.791250
1355416964 1.791450 005 8.955650 1.790750 1.791450
1355416972 1.791550 006 10.747200 1.790750 1.791550
1355416973 1.791450 007 12.538650 1.790750 1.791550
1355416990 1.791350 006 10.748200 1.791150 1.791550
1355417007 1.791450 006 10.748500 1.791250 1.791550
1355417008 1.791550 007 12.540050 1.791250 1.791550
1355417022 1.791750 007 12.540550 1.791350 1.791750
1355417028 1.791850 007 12.540950 1.791350 1.791850
1355417038 1.791950 006 10.749900 1.791350 1.791950
1355417039 1.792050 007 12.541950 1.791350 1.792050
1355417047 1.791950 008 14.333900 1.791350 1.792050
1355417059 1.791850 008 14.334400 1.791450 1.792050
1355417060 1.791950 009 16.126350 1.791450 1.792050
1355417075 1.791850 008 14.335200 1.791750 1.792050
1355417076 1.791750 009 16.126950 1.791750 1.792050
1355417085 1.791650 009 16.126850 1.791650 1.792050
1355417147 1.791850 001 1.791850 1.791850 1.791850
1355417156 1.791750 002 3.583600 1.791750 1.791850
1355417157 1.791850 003 5.375450 1.791750 1.791850
1355417157 1.792050 004 7.167500 1.791750 1.792050
1355417173 1.791950 005 8.959450 1.791750 1.792050
1355417205 1.791850 006 10.751300 1.791750 1.792050
1355417205 1.791950 007 12.543250 1.791750 1.792050
1355417227 1.791750 004 7.167500 1.791750 1.791950
1355417258 1.791450 004 7.167000 1.791450 1.791950
1355417272 1.791050 003 5.374250 1.791050 1.791750
1355417273 1.791250 004 7.165500 1.791050 1.791750
1355417336 1.791150 001 1.791150 1.791150 1.791150
1355417337 1.791250 002 3.582400 1.791150 1.791250
1355417356 1.790950 003 5.373350 1.790950 1.791250
1355417377 1.791250 004 7.164600 1.790950 1.791250
1355417378 1.791350 005 8.955950 1.790950 1.791350
1355417471 1.791450 001 1.791450 1.791450 1.791450
1355417567 1.791350 001 1.791350 1.791350 1.791350
1355417598 1.791450 002 3.582800 1.791350 1.791450
1355417636 1.791350 002 3.582800 1.791350 1.791450
1355417650 1.791450 003 5.374250 1.791350 1.791450
1355417650 1.791550 004 7.165800 1.791350 1.791550
1355417666 1.791450 004 7.165800 1.791350 1.791550
1355417713 1.791550 002 3.583000 1.791450 1.791550
1355417714 1.791650 003 5.374650 1.791450 1.791650
1355417723 1.791850 004 7.166500 1.791450 1.791850
1355417743 1.791750 004 7.166800 1.791550 1.791850
1355417744 1.791850 005 8.958650 1.791550 1.791850
1355417767 1.791950 006 10.750600 1.791550 1.791950
1355417772 1.792050 007 12.542650 1.791550 1.792050
1355417778 1.791950 006 10.751400 1.791750 1.792050
1355417783 1.791850 006 10.751400 1.791750 1.792050
1355417788 1.791950 007 12.543350 1.791750 1.792050
1355417796 1.791750 008 14.335100 1.791750 1.792050
1355417836 1.791650 005 8.959150 1.791650 1.791950
1355417877 1.791550 002 3.583200 1.791550 1.791650
1355417912 1.791750 002 3.583300 1.791550 1.791750
1355417923 1.791850 003 5.375150 1.791550 1.791850
1355417952 1.791750 003 5.375350 1.791750 1.791850
1355418017 1.791850 001 1.791850 1.791850 1.791850
1355418024 1.791750 002 3.583600 1.791750 1.791850
1355418072 1.791950 003 5.375550 1.791750 1.791950
1355418083 1.792050 003 5.375750 1.791750 1.792050
1355418083 1.791950 004 7.167700 1.791750 1.792050
1355418090 1.791850 004 7.167800 1.791850 1.792050
1355418191 1.791950 001 1.791950 1.791950 1.791950
1355418199 1.791850 002 3.583800 1.791850 1.791950
1355418220 1.792050 003 5.375850 1.791850 1.792050
1355418235 1.792150 004 7.168000 1.791850 1.792150
1355418239 1.792050 005 8.960050 1.791850 1.792150
1355418244 1.792150 006 10.752200 1.791850 1.792150
1355418245 1.792250 007 12.544450 1.791850 1.792250
1355418271 1.792150 006 10.752800 1.792050 1.792250
1355418272 1.792050 007 12.544850 1.792050 1.792250
1355418299 1.791850 005 8.960450 1.791850 1.792250
1355418349 1.791750 002 3.583600 1.791750 1.791850
1355418368 1.791850 002 3.583600 1.791750 1.791850
1355418368 1.791750 003 5.375350 1.791750 1.791850
1355418373 1.791850 004 7.167200 1.791750 1.791850
1355418388 1.791750 005 8.958950 1.791750 1.791850
1355418408 1.791650 006 10.750600 1.791650 1.791850
1355418423 1.791750 006 10.750600 1.791650 1.791850
1355418503 1.791950 001 1.791950 1.791950 1.791950
1355418557 1.792050 002 3.584000 1.791950 1.792050
1355418557 1.792150 003 5.376150 1.791950 1.792150
1355418568 1.792250 003 5.376450 1.792050 1.792250
1355418568 1.792150 004 7.168600 1.792050 1.792250
1355418581 1.792250 005 8.960850 1.792050 1.792250
1355418585 1.792350 006 10.753200 1.792050 1.792350
1355418604 1.792250 007 12.545450 1.792050 1.792350
1355418606 1.792350 008 14.337800 1.792050 1.792350
1355418632 1.792550 005 8.961750 1.792250 1.792550
1355418648 1.792450 004 7.169600 1.792250 1.792550
1355418648 1.792350 005 8.961950 1.792250 1.792550
1355418649 1.792250 006 10.754200 1.792250 1.792550
1355418665 1.792350 006 10.754300 1.792250 1.792550
1355418683 1.792250 006 10.754200 1.792250 1.792550
1355418693 1.792550 006 10.754200 1.792250 1.792550
1355418715 1.792350 004 7.169500 1.792250 1.792550
1355418735 1.792250 004 7.169400 1.792250 1.792550
1355418774 1.792650 003 5.377250 1.792250 1.792650
1355418842 1.792550 001 1.792550 1.792550 1.792550
1355418852 1.792450 002 3.585000 1.792450 1.792550
1355418963 1.792350 001 1.792350 1.792350 1.792350
1355418992 1.792250 002 3.584600 1.792250 1.792350
1355418992 1.792350 003 5.376950 1.792250 1.792350
1355419182 1.792250 001 1.792250 1.792250 1.792250
1355419193 1.792150 002 3.584400 1.792150 1.792250
1355419226 1.792250 003 5.376650 1.792150 1.792250
1355419271 1.792050 002 3.584300 1.792050 1.792250
1355419271 1.792250 003 5.376550 1.792050 1.792250
1355419328 1.792350 003 5.376650 1.792050 1.792350
1355419329 1.792550 004 7.169200 1.792050 1.792550
1355419357 1.792450 003 5.377350 1.792350 1.792550
1355419358 1.792250 004 7.169600 1.792250 1.792550
1355419386 1.792450 005 8.962050 1.792250 1.792550
1355419488 1.792250 001 1.792250 1.792250 1.792250
1355419550 1.792050 001 1.792050 1.792050 1.792050
1355419579 1.792250 002 3.584300 1.792050 1.792250
1355419588 1.792150 003 5.376450 1.792050 1.792250
1355419589 1.792050 004 7.168500 1.792050 1.792250
1355419622 1.791950 004 7.168400 1.791950 1.792250
1355419664 1.791850 002 3.583800 1.791850 1.791950
1355419695 1.791950 002 3.583800 1.791850 1.791950
1355419696 1.791850 003 5.375650 1.791850 1.791950
1355419736 1.791950 003 5.375750 1.791850 1.791950
1355419744 1.791850 004 7.167600 1.791850 1.791950
1355419744 1.791950 005 8.959550 1.791850 1.791950
1355419812 1.791750 001 1.791750 1.791750 1.791750
1355419813 1.791850 002 3.583600 1.791750 1.791850
1355419900 1.791750 001 1.791750 1.791750 1.791750
1355419901 1.791850 002 3.583600 1.791750 1.791850
1355419930 1.791750 003 5.375350 1.791750 1.791850
1355419945 1.791850 004 7.167200 1.791750 1.791850
1355419985 1.791750 003 5.375350 1.791750 1.791850
1355419986 1.791850 004 7.167200 1.791750 1.791850
1355420006 1.791750 003 5.375350 1.791750 1.791850
1355420050 1.791550 002 3.583300 1.791550 1.791750
1355420051 1.791350 003 5.374650 1.791350 1.791750
1355420066 1.791450 003 5.374350 1.791350 1.791550
1355420087 1.791150 004 7.165500 1.791150 1.791550
1355420102 1.791050 005 8.956550 1.791050 1.791550
1355420105 1.791150 006 10.747700 1.791050 1.791550
1355420117 1.791250 005 8.956050 1.791050 1.791450
1355420143 1.791350 005 8.955950 1.791050 1.791350
1355420180 1.791150 002 3.582500 1.791150 1.791350
1355420228 1.791050 002 3.582200 1.791050 1.791150
1355420229 1.791150 003 5.373350 1.791050 1.791150
1355420288 1.791050 002 3.582200 1.791050 1.791150
1355420289 1.790950 002 3.582000 1.790950 1.791050
1355420295 1.791150 003 5.373150 1.790950 1.791150
1355420314 1.790950 004 7.164100 1.790950 1.791150
1355420447 1.791450 001 1.791450 1.791450 1.791450
1355420459 1.791350 002 3.582800 1.791350 1.791450
1355420476 1.791650 003 5.374450 1.791350 1.791650
1355420488 1.791550 004 7.166000 1.791350 1.791650
1355420495 1.791650 005 8.957650 1.791350 1.791650
1355420496 1.791550 006 10.749200 1.791350 1.791650
1355420501 1.791350 007 12.540550 1.791350 1.791650
1355420503 1.791450 008 14.332000 1.791350 1.791650
