T          V        N   RS       MinV       MaxV
1355407056 1.788150 014 25.039400 1.787950 1.788950
1355407062 1.788250 015 26.827650 1.787950 1.788950
1355407071 1.788050 014 25.038100 1.787950 1.788950
1355407084 1.788150 012 21.459500 1.787950 1.788750
1355407084 1.788050 013 23.247550 1.787950 1.788750
1355407088 1.787950 013 23.246850 1.787950 1.788750
1355407096 1.787850 012 21.457300 1.787850 1.788450
1355407101 1.787750 012 21.456600 1.787750 1.788250
1355407108 1.787850 010 17.880000 1.787750 1.788250
1355407109 1.787950 011 19.667950 1.787750 1.788250
1355407113 1.787850 012 21.455800 1.787750 1.788250
1355407114 1.788050 013 23.243850 1.787750 1.788250
1355407140 1.788350 010 17.879800 1.787750 1.788350
1355407147 1.788450 009 16.092050 1.787750 1.788450
1355407148 1.788350 009 16.092450 1.787750 1.788450
1355407154 1.788550 010 17.881000 1.787750 1.788550
1355407169 1.788450 007 12.518050 1.787850 1.788550
1355407178 1.788350 006 10.730500 1.788350 1.788550
1355407199 1.788250 007 12.518750 1.788250 1.788550
1355407213 1.787750 005 8.941350 1.787750 1.788550
1355407215 1.787850 005 8.940650 1.787750 1.788450
1355407219 1.787550 006 10.728200 1.787550 1.788450
1355407237 1.787150 006 10.726900 1.787150 1.788350
1355407244 1.787250 006 10.725800 1.787150 1.788250
1355407245 1.787150 007 12.512950 1.787150 1.788250
1355407246 1.787050 008 14.300000 1.787050 1.788250
1355407249 1.786950 009 16.086950 1.786950 1.788250
1355407268 1.787150 009 16.085850 1.786950 1.787850
1355407268 1.787050 010 17.872900 1.786950 1.787850
1355407274 1.787250 010 17.872400 1.786950 1.787850
1355407286 1.787350 009 16.084350 1.786950 1.787350
1355407291 1.787650 010 17.872000 1.786950 1.787650
1355407308 1.787550 007 12.510950 1.786950 1.787650
1355407312 1.787650 007 12.511650 1.787050 1.787650
1355407319 1.787550 008 14.299200 1.787050 1.787650
1355407340 1.787750 006 10.725500 1.787350 1.787750
1355407346 1.787850 006 10.726000 1.787550 1.787850
1355407361 1.787750 006 10.726100 1.787550 1.787850
1355407366 1.787850 007 12.513950 1.787550 1.787850
1355407368 1.787750 007 12.514150 1.787550 1.787850
1355407422 1.787850 003 5.363450 1.787750 1.787850
1355407450 1.787750 002 3.575600 1.787750 1.787850
1355407464 1.787650 003 5.363250 1.787650 1.787850
1355407468 1.787750 004 7.151000 1.787650 1.787850
1355407468 1.787650 005 8.938650 1.787650 1.787850
1355407482 1.787850 005 8.938650 1.787650 1.787850
1355407484 1.787950 006 10.726600 1.787650 1.787950
1355407488 1.788050 007 12.514650 1.787650 1.788050
1355407491 1.788150 008 14.302800 1.787650 1.788150
1355407495 1.788350 009 16.091150 1.787650 1.788350
1355407496 1.788250 010 17.879400 1.787650 1.788350
1355407500 1.788050 011 19.667450 1.787650 1.788350
1355407502 1.788150 012 21.455600 1.787650 1.788350
1355407504 1.788250 013 23.243850 1.787650 1.788350
1355407513 1.788450 013 23.244550 1.787650 1.788450
1355407516 1.788350 014 25.032900 1.787650 1.788450
1355407552 1.787950 008 14.305800 1.787950 1.788450
1355407555 1.788150 008 14.305600 1.787950 1.788450
1355407578 1.788350 003 5.364450 1.787950 1.788350
1355407583 1.788650 004 7.153100 1.787950 1.788650
1355407589 1.788450 005 8.941550 1.787950 1.788650
1355407595 1.788350 006 10.729900 1.787950 1.788650
1355407601 1.788450 007 12.518350 1.787950 1.788650
1355407609 1.788250 008 14.306600 1.787950 1.788650
1355407622 1.787850 007 12.518350 1.787850 1.788650
1355407635 1.787750 008 14.306100 1.787750 1.788650
1355407643 1.787550 007 12.516650 1.787550 1.788450
1355407650 1.787450 007 12.515650 1.787450 1.788450
1355407651 1.787550 008 14.303200 1.787450 1.788450
1355407657 1.787750 008 14.302600 1.787450 1.788450
1355407667 1.787450 008 14.301600 1.787450 1.788250
1355407668 1.787650 009 16.089250 1.787450 1.788250
1355407669 1.787850 009 16.088850 1.787450 1.787850
1355407674 1.787750 010 17.876600 1.787450 1.787850
1355407677 1.787650 011 19.664250 1.787450 1.787850
1355407684 1.787750 011 19.664150 1.787450 1.787850
1355407705 1.787850 010 17.876700 1.787450 1.787850
1355407720 1.788150 008 14.302100 1.787450 1.788150
1355407727 1.788250 008 14.302900 1.787650 1.788250
1355407746 1.788350 004 7.152600 1.787850 1.788350
1355407810 1.788150 001 1.788150 1.788150 1.788150
1355407813 1.788050 002 3.576200 1.788050 1.788150
1355407834 1.788150 003 5.364350 1.788050 1.788150
1355407843 1.787850 004 7.152200 1.787850 1.788150
1355407874 1.787950 003 5.363950 1.787850 1.788150
1355407888 1.787750 004 7.151700 1.787750 1.788150
1355407890 1.787650 005 8.939350 1.787650 1.788150
1355407890 1.787750 006 10.727100 1.787650 1.788150
1355407915 1.787550 005 8.938650 1.787550 1.787950
1355407924 1.787450 006 10.726100 1.787450 1.787950
1355407925 1.787550 007 12.513650 1.787450 1.787950
1355407927 1.787650 008 14.301300 1.787450 1.787950
1355407948 1.787550 007 12.513150 1.787450 1.787750
1355407962 1.787850 006 10.725600 1.787450 1.787850
1355407973 1.788150 007 12.513750 1.787450 1.788150
1355407979 1.788250 007 12.514450 1.787450 1.788250
1355407990 1.788350 005 8.940150 1.787550 1.788350
1355408001 1.788150 006 10.728300 1.787550 1.788350
1355408005 1.788250 007 12.516550 1.787550 1.788350
1355408021 1.788150 007 12.517150 1.787850 1.788350
1355408032 1.788050 007 12.517350 1.788050 1.788350
1355408033 1.788150 007 12.517350 1.788050 1.788350
1355408081 1.788250 003 5.364450 1.788050 1.788250
1355408103 1.788450 002 3.576700 1.788250 1.788450
1355408104 1.788550 003 5.365250 1.788250 1.788550
1355408110 1.788650 004 7.153900 1.788250 1.788650
1355408131 1.788750 005 8.942650 1.788250 1.788750
1355408154 1.788650 005 8.943050 1.788450 1.788750
1355408160 1.788850 006 10.731900 1.788450 1.788850
1355408178 1.788750 004 7.155000 1.788650 1.788850
1355408210 1.788650 004 7.154900 1.788650 1.788850
1355408215 1.788750 004 7.155000 1.788650 1.788850
1355408231 1.788350 004 7.154500 1.788350 1.788750
1355408245 1.788550 004 7.154300 1.788350 1.788750
1355408265 1.788450 005 8.942750 1.788350 1.788750
1355408288 1.788550 004 7.153900 1.788350 1.788550
1355408295 1.788650 004 7.154200 1.788450 1.788650
1355408330 1.788450 003 5.365650 1.788450 1.788650
1355408357 1.788650 002 3.577100 1.788450 1.788650
1355408367 1.788550 003 5.365650 1.788450 1.788650
1355408375 1.788650 004 7.154300 1.788450 1.788650
1355408387 1.788750 005 8.943050 1.788450 1.788750
1355408399 1.788650 005 8.943250 1.788550 1.788750
1355408434 1.788550 004 7.154600 1.788550 1.788750
1355408471 1.788650 002 3.577200 1.788550 1.788650
1355408491 1.788850 003 5.366050 1.788550 1.788850
1355408514 1.788750 003 5.366250 1.788650 1.788850
1355408517 1.788850 004 7.155100 1.788650 1.788850
1355408539 1.788750 004 7.155200 1.788750 1.788850
1355408565 1.789050 004 7.155400 1.788750 1.789050
1355408569 1.789150 005 8.944550 1.788750 1.789150
1355408569 1.789050 006 10.733600 1.788750 1.789150
1355408578 1.789250 005 8.945250 1.788750 1.789250
1355408587 1.789150 006 10.734400 1.788750 1.789250
1355408621 1.789250 006 10.734900 1.789050 1.789250
1355408652 1.789150 002 3.578400 1.789150 1.789250
1355408657 1.789250 003 5.367650 1.789150 1.789250
1355408669 1.789350 004 7.157000 1.789150 1.789350
1355408733 1.789550 001 1.789550 1.789550 1.789550
1355408737 1.789650 002 3.579200 1.789550 1.789650
1355408785 1.789350 003 5.368550 1.789350 1.789650
1355408788 1.789250 004 7.157800 1.789250 1.789650
1355408797 1.789350 003 5.367950 1.789250 1.789350
1355408797 1.789250 004 7.157200 1.789250 1.789350
1355408807 1.789150 005 8.946350 1.789150 1.789350
1355408808 1.789250 006 10.735600 1.789150 1.789350
1355408843 1.788850 007 12.524450 1.788850 1.789350
1355408857 1.788950 004 7.156200 1.788850 1.789250
1355408858 1.789050 005 8.945250 1.788850 1.789250
1355408858 1.788950 006 10.734200 1.788850 1.789250
1355408875 1.789150 005 8.944950 1.788850 1.789150
1355408892 1.788950 006 10.733900 1.788850 1.789150
1355408892 1.789050 007 12.522950 1.788850 1.789150
1355408900 1.788950 008 14.311900 1.788850 1.789150
1355408907 1.788750 008 14.311800 1.788750 1.789150
1355408910 1.788650 009 16.100450 1.788650 1.789150
1355408911 1.788850 010 17.889300 1.788650 1.789150
1355408916 1.788550 011 19.677850 1.788550 1.789150
1355408916 1.788650 012 21.466500 1.788550 1.789150
1355408924 1.788250 010 17.887800 1.788250 1.789150
1355408928 1.788350 011 19.676150 1.788250 1.789150
1355408929 1.788450 012 21.464600 1.788250 1.789150
1355408955 1.788350 010 17.885800 1.788250 1.788950
1355408955 1.788450 011 19.674250 1.788250 1.788950
1355408973 1.788550 008 14.307600 1.788250 1.788650
1355409000 1.788350 004 7.153700 1.788350 1.788550
1355409003 1.788250 005 8.941950 1.788250 1.788550
1355409008 1.788350 006 10.730300 1.788250 1.788550
1355409018 1.788150 005 8.941650 1.788150 1.788550
1355409063 1.788450 003 5.364950 1.788150 1.788450
1355409066 1.788250 004 7.153200 1.788150 1.788450
1355409069 1.788350 004 7.153200 1.788150 1.788450
1355409075 1.788250 005 8.941450 1.788150 1.788450
1355409097 1.788350 005 8.941650 1.788250 1.788450
1355409105 1.788450 006 10.730100 1.788250 1.788450
1355409107 1.788350 007 12.518450 1.788250 1.788450
1355409165 1.788550 002 3.576900 1.788350 1.788550
1355409170 1.788650 002 3.577200 1.788550 1.788650
1355409196 1.788750 003 5.365950 1.788550 1.788750
1355409196 1.788850 004 7.154800 1.788550 1.788850
1355409216 1.788750 005 8.943550 1.788550 1.788850
1355409220 1.788850 006 10.732400 1.788550 1.788850
1355409221 1.788750 007 12.521150 1.788550 1.788850
1355409223 1.788850 008 14.310000 1.788550 1.788850
1355409253 1.788950 007 12.521750 1.788750 1.788950
1355409282 1.788850 003 5.366650 1.788850 1.788950
1355409288 1.788950 003 5.366750 1.788850 1.788950
1355409289 1.788850 004 7.155600 1.788850 1.788950
1355409320 1.788950 004 7.155600 1.788850 1.788950
1355409322 1.788850 005 8.944450 1.788850 1.788950
1355409347 1.788950 005 8.944550 1.788850 1.788950
1355409358 1.788850 004 7.155600 1.788850 1.788950
1355409359 1.788950 005 8.944550 1.788850 1.788950
1355409364 1.788850 006 10.733400 1.788850 1.788950
1355409364 1.788950 007 12.522350 1.788850 1.788950
1355409371 1.788850 008 14.311200 1.788850 1.788950
1355409376 1.788750 009 16.099950 1.788750 1.788950
1355409398 1.788850 008 14.311000 1.788750 1.788950
1355409407 1.788750 008 14.310800 1.788750 1.788950
1355409422 1.788550 007 12.521550 1.788550 1.788950
1355409463 1.788350 003 5.365650 1.788350 1.788750
1355409470 1.788450 003 5.365350 1.788350 1.788550
1355409482 1.788250 003 5.365050 1.788250 1.788450
1355409490 1.788150 004 7.153200 1.788150 1.788450
1355409494 1.788250 005 8.941450 1.788150 1.788450
1355409494 1.788350 006 10.729800 1.788150 1.788450
1355409538 1.788150 005 8.941150 1.788150 1.788350
1355409564 1.788450 002 3.576600 1.788150 1.788450
1355409574 1.788350 003 5.364950 1.788150 1.788450
1355409623 1.788450 003 5.365250 1.788350 1.788450
1355409650 1.788550 002 3.577000 1.788450 1.788550
1355409656 1.789050 003 5.366050 1.788450 1.789050
1355409683 1.788450 003 5.366050 1.788450 1.789050
1355409683 1.788350 004 7.154400 1.788350 1.789050
1355409706 1.788450 005 8.942850 1.788350 1.789050
1355409714 1.788350 005 8.942650 1.788350 1.789050
1355409732 1.788250 005 8.941850 1.788250 1.788450
1355409742 1.788050 006 10.729900 1.788050 1.788450
1355409765 1.787750 005 8.940850 1.787750 1.788450
1355409773 1.787550 005 8.939950 1.787550 1.788350
1355409780 1.787750 005 8.939350 1.787550 1.788250
1355409796 1.787550 005 8.938650 1.787550 1.788050
1355409797 1.787450 006 10.726100 1.787450 1.788050
1355409801 1.787350 007 12.513450 1.787350 1.788050
1355409810 1.787250 007 12.512650 1.787250 1.787750
1355409810 1.787350 008 14.300000 1.787250 1.787750
1355409819 1.787550 009 16.087550 1.787250 1.787750
1355409821 1.787450 010 17.875000 1.787250 1.787750
1355409824 1.787350 011 19.662350 1.787250 1.787750
1355409827 1.787450 011 19.662050 1.787250 1.787750
1355409828 1.787550 012 21.449600 1.787250 1.787750
1355409831 1.787650 013 23.237250 1.787250 1.787750
1355409872 1.787850 007 12.512850 1.787350 1.787850
1355409909 1.787950 002 3.575800 1.787850 1.787950
1355409979 1.788050 001 1.788050 1.788050 1.788050
1355409983 1.787950 002 3.576000 1.787950 1.788050
1355410003 1.788050 003 5.364050 1.787950 1.788050
1355410019 1.788150 004 7.152200 1.787950 1.788150
1355410026 1.788050 005 8.940250 1.787950 1.788150
1355410032 1.788150 006 10.728400 1.787950 1.788150
1355410033 1.788250 007 12.516650 1.787950 1.788250
1355410033 1.788350 008 14.305000 1.787950 1.788350
1355410152 1.788450 001 1.788450 1.788450 1.788450
1355410153 1.788250 002 3.576700 1.788250 1.788450
1355410173 1.788450 003 5.365150 1.788250 1.788450
1355410207 1.788250 004 7.153400 1.788250 1.788450
1355410241 1.788450 002 3.576700 1.788250 1.788450
1355410280 1.788550 002 3.577000 1.788450 1.788550
1355410281 1.788450 003 5.365450 1.788450 1.788550
1355410294 1.788350 004 7.153800 1.788350 1.788550
1355410327 1.788250 004 7.153600 1.788250 1.788550
1355410330 1.788350 005 8.941950 1.788250 1.788550
1355410347 1.788550 004 7.153500 1.788250 1.788550
1355410353 1.788450 005 8.941950 1.788250 1.788550
1355410354 1.788650 005 8.942250 1.788250 1.788650
1355410404 1.788750 004 7.154400 1.788450 1.788750
1355410424 1.788850 002 3.577600 1.788750 1.788850
1355410441 1.788750 003 5.366350 1.788750 1.788850
1355410482 1.788850 003 5.366450 1.788750 1.788850
1355410483 1.788950 004 7.155400 1.788750 1.788950
1355410530 1.788850 003 5.366650 1.788850 1.788950
1355410541 1.788750 004 7.155400 1.788750 1.788950
1355410544 1.788850 003 5.366450 1.788750 1.788850
1355410591 1.788950 003 5.366550 1.788750 1.788950
1355410595 1.788850 004 7.155400 1.788750 1.788950
1355410618 1.788950 003 5.366750 1.788850 1.788950
1355410623 1.789050 004 7.155800 1.788850 1.789050
1355410629 1.789250 005 8.945050 1.788850 1.789250
1355410658 1.789350 004 7.156600 1.788950 1.789350
1355410666 1.789250 005 8.945850 1.788950 1.789350
1355410682 1.788950 005 8.945850 1.788950 1.789350
1355410687 1.789050 005 8.945850 1.788950 1.789350
1355410712 1.788750 005 8.945350 1.788750 1.789350
1355410722 1.788650 005 8.944650 1.788650 1.789250
1355410723 1.788550 006 10.733200 1.788550 1.789250
1355410732 1.788650 006 10.732600 1.788550 1.789050
1355410757 1.788450 005 8.943050 1.788450 1.788750
1355410763 1.788350 006 10.731400 1.788350 1.788750
1355410832 1.788250 001 1.788250 1.788250 1.788250
1355410843 1.788150 002 3.576400 1.788150 1.788250
1355410877 1.788350 003 5.364750 1.788150 1.788350
1355410883 1.788250 004 7.153000 1.788150 1.788350
1355410888 1.788350 005 8.941350 1.788150 1.788350
1355410891 1.788250 006 10.729600 1.788150 1.788350
1355410892 1.788350 006 10.729700 1.788150 1.788350
1355410916 1.788450 006 10.730000 1.788250 1.788450
1355410919 1.788350 007 12.518350 1.788250 1.788450
1355410962 1.788250 003 5.365050 1.788250 1.788450
1355410980 1.788350 002 3.576600 1.788250 1.788350
1355410985 1.788250 003 5.364850 1.788250 1.788350
1355411000 1.788150 004 7.153000 1.788150 1.788350
1355411011 1.788050 005 8.941050 1.788050 1.788350
1355411012 1.788150 006 10.729200 1.788050 1.788350
1355411031 1.787950 006 10.728900 1.787950 1.788350
1355411077 1.787250 002 3.575200 1.787250 1.787950
1355411082 1.787450 003 5.362650 1.787250 1.787950
1355411098 1.787750 003 5.362450 1.787250 1.787750
1355411101 1.787650 004 7.150100 1.787250 1.787750
1355411129 1.787750 005 8.937850 1.787250 1.787750
1355411132 1.787850 006 10.725700 1.787250 1.787850
1355411201 1.787650 001 1.787650 1.787650 1.787650
1355411205 1.787750 002 3.575400 1.787650 1.787750
1355411206 1.787650 003 5.363050 1.787650 1.787750
1355411214 1.787750 004 7.150800 1.787650 1.787750
1355411224 1.787850 005 8.938650 1.787650 1.787850
1355411224 1.787750 006 10.726400 1.787650 1.787850
1355411228 1.787850 007 12.514250 1.787650 1.787850
1355411241 1.788050 008 14.302300 1.787650 1.788050
1355411242 1.787950 009 16.090250 1.787650 1.788050
1355411248 1.787850 010 17.878100 1.787650 1.788050
1355411257 1.788150 011 19.666250 1.787650 1.788150
1355411260 1.788050 012 21.454300 1.787650 1.788150
1355411261 1.788150 012 21.454800 1.787650 1.788150
1355411271 1.788250 011 19.667650 1.787750 1.788250
1355411280 1.788150 011 19.668050 1.787750 1.788250
1355411286 1.788350 010 17.880800 1.787850 1.788350
1355411287 1.788250 011 19.669050 1.787850 1.788350
1355411291 1.788150 011 19.669350 1.787850 1.788350
1355411297 1.788250 012 21.457600 1.787850 1.788350
1355411302 1.788350 011 19.669950 1.787850 1.788350
1355411316 1.788250 011 19.670350 1.788050 1.788350
1355411335 1.788350 008 14.306100 1.788150 1.788350
1355411335 1.788250 009 16.094350 1.788150 1.788350
1355411365 1.788750 004 7.153600 1.788250 1.788750
1355411391 1.789450 004 7.154800 1.788250 1.789450
1355411396 1.789550 003 5.367750 1.788750 1.789550
1355411411 1.789650 004 7.157400 1.788750 1.789650
1355411459 1.789750 002 3.579400 1.789650 1.789750
1355411498 1.789650 002 3.579400 1.789650 1.789750
1355411501 1.789750 003 5.369150 1.789650 1.789750
1355411543 1.789550 003 5.368950 1.789550 1.789750
1355411549 1.789650 004 7.158600 1.789550 1.789750
1355411560 1.789450 004 7.158400 1.789450 1.789750
1355411604 1.789350 003 5.368450 1.789350 1.789650
1355411619 1.789550 003 5.368350 1.789350 1.789550
1355411624 1.789350 003 5.368250 1.789350 1.789550
1355411624 1.789450 004 7.157700 1.789350 1.789550
1355411629 1.789350 005 8.947050 1.789350 1.789550
1355411633 1.789450 006 10.736500 1.789350 1.789550
1355411649 1.789550 007 12.526050 1.789350 1.789550
1355411650 1.789650 008 14.315700 1.789350 1.789650
1355411653 1.789450 009 16.105150 1.789350 1.789650
1355411665 1.789250 009 16.105050 1.789250 1.789650
1355411679 1.789050 009 16.104550 1.789050 1.789650
1355411682 1.788950 010 17.893500 1.788950 1.789650
1355411702 1.788850 007 12.524750 1.788850 1.789650
1355411716 1.788950 005 8.945050 1.788850 1.789250
1355411717 1.788850 006 10.733900 1.788850 1.789250
1355411731 1.788950 006 10.733600 1.788850 1.789050
1355411738 1.789250 007 12.522850 1.788850 1.789250
1355411742 1.789150 006 10.734000 1.788850 1.789250
1355411752 1.789250 007 12.523250 1.788850 1.789250
1355411752 1.789050 008 14.312300 1.788850 1.789250
1355411773 1.788850 008 14.312300 1.788850 1.789250
1355411782 1.788950 007 12.523450 1.788850 1.789250
1355411810 1.788850 005 8.944950 1.788850 1.789250
1355411814 1.788750 004 7.155400 1.788750 1.788950
1355411836 1.788950 004 7.155500 1.788750 1.788950
1355411852 1.789050 004 7.155600 1.788750 1.789050
1355411859 1.788950 005 8.944550 1.788750 1.789050
1355411869 1.789250 006 10.733800 1.788750 1.789250
1355411877 1.789450 005 8.945650 1.788950 1.789450
1355411880 1.789350 006 10.735000 1.788950 1.789450
1355411883 1.789450 007 12.524450 1.788950 1.789450
1355411888 1.789250 008 14.313700 1.788950 1.789450
1355411889 1.789450 009 16.103150 1.788950 1.789450
1355411895 1.789550 010 17.892700 1.788950 1.789550
1355411898 1.789450 010 17.893200 1.788950 1.789550
1355411903 1.789550 011 19.682750 1.788950 1.789550
1355411904 1.789450 012 21.472200 1.788950 1.789550
1355411912 1.789550 012 21.472700 1.788950 1.789550
1355411913 1.789450 013 23.262150 1.788950 1.789550
1355411957 1.789350 006 10.736800 1.789350 1.789550
1355411975 1.789050 002 3.578400 1.789050 1.789350
1355411992 1.789250 003 5.367650 1.789050 1.789350
1355411996 1.789050 004 7.156700 1.789050 1.789350
1355412016 1.788950 005 8.945650 1.788950 1.789350
1355412017 1.789050 005 8.945350 1.788950 1.789250
1355412030 1.788950 006 10.734300 1.788950 1.789250
1355412030 1.789050 007 12.523350 1.788950 1.789250
1355412035 1.788950 007 12.523250 1.788950 1.789250
1355412060 1.789050 006 10.734000 1.788950 1.789050
1355412071 1.788850 007 12.522850 1.788850 1.789050
1355412079 1.789250 006 10.734100 1.788850 1.789250
1355412088 1.789150 007 12.523250 1.788850 1.789250
1355412090 1.789250 006 10.734500 1.788850 1.789250
1355412090 1.789350 007 12.523850 1.788850 1.789350
1355412094 1.789250 008 14.313100 1.788850 1.789350
1355412098 1.789350 008 14.313500 1.788850 1.789350
1355412099 1.789450 009 16.102950 1.788850 1.789450
1355412107 1.789250 010 17.892200 1.788850 1.789450
1355412157 1.788950 004 7.157000 1.788950 1.789450
1355412183 1.788850 002 3.577800 1.788850 1.788950
1355412203 1.789050 003 5.366850 1.788850 1.789050
1355412216 1.789150 004 7.156000 1.788850 1.789150
1355412227 1.789050 004 7.156100 1.788850 1.789150
1355412233 1.788950 005 8.945050 1.788850 1.789150
1355412234 1.789050 006 10.734100 1.788850 1.789150
1355412239 1.788950 007 12.523050 1.788850 1.789150
1355412258 1.789050 007 12.523250 1.788950 1.789150
1355412295 1.788750 003 5.366750 1.788750 1.789050
1355412300 1.788650 003 5.366450 1.788650 1.789050
1355412335 1.788450 003 5.365850 1.788450 1.788750
1355412349 1.788550 004 7.154400 1.788450 1.788750
1355412350 1.788450 005 8.942850 1.788450 1.788750
1355412356 1.788350 005 8.942450 1.788350 1.788650
1355412377 1.788250 005 8.942050 1.788250 1.788550
1355412392 1.788450 006 10.730500 1.788250 1.788550
1355412395 1.788350 006 10.730400 1.788250 1.788550
1355412406 1.788450 007 12.518850 1.788250 1.788550
1355412414 1.788350 006 10.730200 1.788250 1.788450
1355412430 1.788250 006 10.730100 1.788250 1.788450
1355412446 1.788050 006 10.729900 1.788050 1.788450
1355412486 1.788250 003 5.364550 1.788050 1.788250
1355412491 1.788350 003 5.364650 1.788050 1.788350
1355412491 1.788250 004 7.152900 1.788050 1.788350
1355412494 1.788350 005 8.941250 1.788050 1.788350
1355412509 1.788450 005 8.941650 1.788250 1.788450
1355412530 1.788350 006 10.730000 1.788250 1.788450
1355412552 1.788450 004 7.153600 1.788350 1.788450
1355412553 1.788350 005 8.941950 1.788350 1.788450
1355412557 1.788250 005 8.941850 1.788250 1.788450
1355412575 1.788550 005 8.941950 1.788250 1.788550
1355412576 1.788450 006 10.730400 1.788250 1.788550
1355412601 1.788050 006 10.730100 1.788050 1.788550
1355412625 1.788150 004 7.153200 1.788050 1.788550
1355412634 1.788350 005 8.941550 1.788050 1.788550
1355412643 1.788050 004 7.152600 1.788050 1.788350
1355412678 1.788250 004 7.152800 1.788050 1.788350
1355412719 1.788150 002 3.576400 1.788150 1.788250
1355412727 1.788250 003 5.364650 1.788150 1.788250
1355412739 1.788550 003 5.364950 1.788150 1.788550
1355412764 1.788350 004 7.153300 1.788150 1.788550
1355412776 1.788450 005 8.941750 1.788150 1.788550
1355412810 1.788550 003 5.365350 1.788350 1.788550
1355412817 1.788450 004 7.153800 1.788350 1.788550
1355412842 1.788550 003 5.365550 1.788450 1.788550
1355412850 1.788650 004 7.154200 1.788450 1.788650
1355412855 1.788550 005 8.942750 1.788450 1.788650
1355412862 1.788650 006 10.731400 1.788450 1.788650
1355412862 1.788550 007 12.519950 1.788450 1.788650
1355412886 1.788650 006 10.731600 1.788550 1.788650
1355412910 1.788750 005 8.943150 1.788550 1.788750
1355412936 1.788550 003 5.365950 1.788550 1.788750
1355412941 1.788450 004 7.154400 1.788450 1.788750
1355412954 1.788350 004 7.154100 1.788350 1.788750
1355412960 1.788150 005 8.942250 1.788150 1.788750
1355412972 1.788450 005 8.941950 1.788150 1.788550
1355412976 1.788250 006 10.730200 1.788150 1.788550
1355412977 1.788350 007 12.518550 1.788150 1.788550
1355412990 1.788550 008 14.307100 1.788150 1.788550
1355412994 1.788650 009 16.095750 1.788150 1.788650
1355412998 1.788550 009 16.095750 1.788150 1.788650
1355413003 1.788650 009 16.095950 1.788150 1.788650
1355413022 1.788850 008 14.308300 1.788250 1.788850
1355413026 1.788950 009 16.097250 1.788250 1.788950
1355413032 1.788850 009 16.097650 1.788250 1.788950
1355413033 1.788950 010 17.886600 1.788250 1.788950
1355413046 1.789050 009 16.099050 1.788550 1.789050
1355413061 1.789150 007 12.522450 1.788650 1.789150
1355413077 1.788950 007 12.522750 1.788850 1.789150
1355413080 1.789050 008 14.311800 1.788850 1.789150
1355413084 1.788950 008 14.311900 1.788850 1.789150
1355413085 1.789050 009 16.100950 1.788850 1.789150
1355413088 1.788950 009 16.100950 1.788850 1.789150
1355413092 1.788850 009 16.100950 1.788850 1.789150
1355413112 1.788750 008 14.311700 1.788750 1.789150
1355413115 1.788850 009 16.100550 1.788750 1.789150
1355413115 1.788950 010 17.889500 1.788750 1.789150
1355413117 1.789050 011 19.678550 1.788750 1.789150
1355413124 1.788950 011 19.678350 1.788750 1.789050
1355413124 1.789050 012 21.467400 1.788750 1.789050
1355413137 1.789550 012 21.468000 1.788750 1.789550
1355413148 1.789650 009 16.101650 1.788750 1.789650
1355413149 1.789750 010 17.891400 1.788750 1.789750
1355413156 1.789650 010 17.892200 1.788750 1.789750
1355413157 1.789750 011 19.681950 1.788750 1.789750
1355413162 1.789650 012 21.471600 1.788750 1.789750
1355413163 1.789550 013 23.261150 1.788750 1.789750
1355413163 1.789650 014 25.050800 1.788750 1.789750
1355413163 1.789750 015 26.840550 1.788750 1.789750
1355413169 1.789650 016 28.630200 1.788750 1.789750
1355413178 1.789750 013 23.264350 1.788950 1.789750
1355413188 1.789950 012 21.476300 1.789550 1.789950
1355413192 1.790250 013 23.266550 1.789550 1.790250
1355413212 1.790550 011 19.688150 1.789550 1.790550
1355413223 1.790650 006 10.740800 1.789650 1.790650
1355413227 1.790750 007 12.531550 1.789650 1.790750
1355413228 1.790650 008 14.322200 1.789650 1.790750
1355413233 1.790850 008 14.323400 1.789750 1.790850
1355413235 1.790750 009 16.114150 1.789750 1.790850
1355413248 1.791050 008 14.325500 1.790250 1.791050
1355413256 1.790950 008 14.326200 1.790550 1.791050
1355413267 1.790850 009 16.117050 1.790550 1.791050
1355413281 1.791050 009 16.117550 1.790650 1.791050
1355413284 1.791150 009 16.118050 1.790650 1.791150
1355413285 1.791050 010 17.909100 1.790650 1.791150
1355413290 1.790950 009 16.118650 1.790750 1.791150
1355413303 1.791050 008 14.328100 1.790850 1.791150
1355413327 1.791150 006 10.746400 1.790950 1.791150
1355413335 1.791250 007 12.537650 1.790950 1.791250
1355413335 1.791450 008 14.329100 1.790950 1.791450
1355413359 1.791650 005 8.956550 1.791050 1.791650
1355413359 1.791750 006 10.748300 1.791050 1.791750
1355413360 1.791650 007 12.539950 1.791050 1.791750
1355413375 1.791550 007 12.540450 1.791150 1.791750
1355413417 1.791650 005 8.958250 1.791550 1.791750
1355413429 1.791450 003 5.374650 1.791450 1.791650
1355413445 1.791050 003 5.374150 1.791050 1.791650
1355413452 1.790950 004 7.165100 1.790950 1.791650
1355413510 1.790750 002 3.581700 1.790750 1.790950
1355413532 1.790850 002 3.581600 1.790750 1.790850
1355413540 1.790650 003 5.372250 1.790650 1.790850
1355413576 1.790550 003 5.372050 1.790550 1.790850
1355413577 1.790650 004 7.162700 1.790550 1.790850
1355413585 1.790550 005 8.953250 1.790550 1.790850
1355413612 1.790750 004 7.162500 1.790550 1.790750
